Carrier,FlightNo,Destination,DepartTime,Day,Month,FlightLength (min),Delay (min)
AA,333,ORD,Noon-4pm,Sat,May,155,-3
AA,335,ORD,Noon-4pm,Sat,May,160,-6
AA,345,ORD,4-8pm,Sat,May,160,-9
AA,363,ORD,4-8pm,Sat,May,155,-11
AA,413,MIA,4-8am,Sat,May,185,-7
AA,599,MIA,8-Noon,Sat,May,190,6
AA,611,BNA,8-Noon,Sat,May,155,-4
AA,707,DFW,4-8am,Sat,May,230,-3
AA,709,DFW,4-8am,Sat,May,235,0
AA,713,DFW,8-Noon,Sat,May,240,-2
AA,721,DFW,8-Noon,Sat,May,245,6
AA,731,DFW,8-Noon,Sat,May,240,5
AA,743,DFW,Noon-4pm,Sat,May,235,3
AA,745,DFW,Noon-4pm,Sat,May,240,-8
AA,751,DFW,Noon-4pm,Sat,May,245,-6
AA,759,DFW,Noon-4pm,Sat,May,245,-9
AA,763,DFW,4-8pm,Sat,May,250,-3
AA,785,DFW,4-8pm,Sat,May,240,98
AA,787,DFW,4-8pm,Sat,May,240,-2
AA,1423,MIA,Noon-4pm,Sat,May,190,8
AA,1559,MIA,4-8pm,Sat,May,195,48
AA,1685,MIA,4-8am,Sat,May,175,-3
AA,1709,MIA,8-Mid,Sat,May,185,26
AA,1741,BNA,Noon-4pm,Sat,May,150,-8
AA,1757,STL,8-Noon,Sat,May,170,-7
AA,2011,MIA,4-8pm,Sat,May,185,44
AA,2015,MIA,8-Noon,Sat,May,190,-3
AA,2093,MIA,Noon-4pm,Sat,May,190,-6
AA,2223,STL,4-8pm,Sat,May,175,-10
AA,2255,MIA,4-8am,Sat,May,175,-2
AA,301,ORD,4-8am,Sun,May,140,-9
AA,305,ORD,4-8am,Sun,May,145,-4
AA,309,ORD,8-Noon,Sun,May,145,12
AA,313,ORD,8-Noon,Sun,May,155,-4
AA,319,ORD,8-Noon,Sun,May,150,-3
AA,327,ORD,Noon-4pm,Sun,May,155,1
AA,333,ORD,Noon-4pm,Sun,May,155,-5
AA,335,ORD,Noon-4pm,Sun,May,160,-6
AA,337,ORD,Noon-4pm,Sun,May,160,-10
AA,345,ORD,4-8pm,Sun,May,160,-3
AA,363,ORD,4-8pm,Sun,May,155,-3
AA,413,MIA,4-8am,Sun,May,185,0
AA,599,MIA,8-Noon,Sun,May,190,-4
AA,611,BNA,8-Noon,Sun,May,155,0
AA,707,DFW,4-8am,Sun,May,230,82
AA,709,DFW,4-8am,Sun,May,235,-2
AA,713,DFW,8-Noon,Sun,May,240,24
AA,721,DFW,8-Noon,Sun,May,245,-6
AA,731,DFW,8-Noon,Sun,May,240,-7
AA,743,DFW,Noon-4pm,Sun,May,235,-8
AA,745,DFW,Noon-4pm,Sun,May,240,-6
AA,751,DFW,Noon-4pm,Sun,May,245,2
AA,753,DFW,Noon-4pm,Sun,May,240,-8
AA,759,DFW,Noon-4pm,Sun,May,245,1
AA,763,DFW,4-8pm,Sun,May,250,3
AA,785,DFW,4-8pm,Sun,May,240,29
AA,787,DFW,4-8pm,Sun,May,240,-7
AA,1423,MIA,Noon-4pm,Sun,May,190,39
AA,1551,BNA,4-8pm,Sun,May,150,60
AA,1559,MIA,4-8pm,Sun,May,195,57
AA,1685,MIA,4-8am,Sun,May,175,-3
AA,1709,MIA,8-Mid,Sun,May,185,-6
AA,1757,STL,8-Noon,Sun,May,170,-2
AA,1855,STL,8-Noon,Sun,May,165,-5
AA,2011,MIA,4-8pm,Sun,May,185,17
AA,2015,MIA,8-Noon,Sun,May,190,-6
AA,2019,STL,8-Mid,Sun,May,160,-13
AA,2093,MIA,Noon-4pm,Sun,May,190,-13
AA,2255,MIA,4-8am,Sun,May,175,80
AA,301,ORD,4-8am,Mon,May,140,-5
AA,303,ORD,4-8am,Mon,May,145,-5
AA,305,ORD,4-8am,Mon,May,145,-6
AA,309,ORD,8-Noon,Mon,May,145,-6
AA,313,ORD,8-Noon,Mon,May,155,-5
AA,319,ORD,8-Noon,Mon,May,150,-6
AA,327,ORD,Noon-4pm,Mon,May,155,-5
AA,329,ORD,Noon-4pm,Mon,May,150,-10
AA,333,ORD,Noon-4pm,Mon,May,155,-8
AA,335,ORD,Noon-4pm,Mon,May,160,-6
AA,337,ORD,Noon-4pm,Mon,May,160,-5
AA,341,ORD,4-8pm,Mon,May,160,-10
AA,345,ORD,4-8pm,Mon,May,160,-5
AA,347,ORD,4-8pm,Mon,May,155,8
AA,363,ORD,4-8pm,Mon,May,155,-7
AA,371,ORD,8-Mid,Mon,May,155,-1
AA,413,MIA,4-8am,Mon,May,185,-8
AA,599,MIA,8-Noon,Mon,May,190,-9
AA,701,DFW,4-8am,Mon,May,225,-4
AA,707,DFW,4-8am,Mon,May,230,-3
AA,709,DFW,4-8am,Mon,May,235,-7
AA,713,DFW,8-Noon,Mon,May,240,-7
AA,721,DFW,8-Noon,Mon,May,245,-2
AA,731,DFW,8-Noon,Mon,May,240,-6
AA,743,DFW,Noon-4pm,Mon,May,235,-8
AA,745,DFW,Noon-4pm,Mon,May,240,-4
AA,751,DFW,Noon-4pm,Mon,May,245,-7
AA,753,DFW,Noon-4pm,Mon,May,240,-3
AA,759,DFW,Noon-4pm,Mon,May,245,32
AA,763,DFW,4-8pm,Mon,May,250,-6
AA,785,DFW,4-8pm,Mon,May,240,-2
AA,787,DFW,4-8pm,Mon,May,240,-8
AA,791,DFW,8-Mid,Mon,May,235,-5
AA,1423,MIA,Noon-4pm,Mon,May,190,-6
AA,1551,BNA,4-8pm,Mon,May,150,-10
AA,1559,MIA,4-8pm,Mon,May,195,2
AA,1685,MIA,4-8am,Mon,May,175,-3
AA,1709,MIA,8-Mid,Mon,May,185,-4
AA,1741,BNA,Noon-4pm,Mon,May,150,-2
AA,1757,STL,8-Noon,Mon,May,170,-8
AA,1855,STL,8-Noon,Mon,May,165,-7
AA,2011,MIA,4-8pm,Mon,May,185,1
AA,2015,MIA,8-Noon,Mon,May,190,0
AA,2019,STL,8-Mid,Mon,May,160,-13
AA,2093,MIA,Noon-4pm,Mon,May,190,6
AA,2223,STL,4-8pm,Mon,May,175,-8
AA,2255,MIA,4-8am,Mon,May,175,-3
AA,301,ORD,4-8am,Tue,May,140,0
AA,303,ORD,4-8am,Tue,May,145,-4
AA,305,ORD,4-8am,Tue,May,145,0
AA,309,ORD,8-Noon,Tue,May,145,-4
AA,313,ORD,8-Noon,Tue,May,155,-3
AA,319,ORD,8-Noon,Tue,May,150,0
AA,321,ORD,8-Noon,Tue,May,155,-2
AA,327,ORD,Noon-4pm,Tue,May,155,-1
AA,329,ORD,Noon-4pm,Tue,May,150,-3
AA,333,ORD,Noon-4pm,Tue,May,155,8
AA,335,ORD,Noon-4pm,Tue,May,160,-2
AA,337,ORD,Noon-4pm,Tue,May,160,-3
AA,341,ORD,4-8pm,Tue,May,160,-9
AA,345,ORD,4-8pm,Tue,May,160,-6
AA,347,ORD,4-8pm,Tue,May,155,-7
AA,363,ORD,4-8pm,Tue,May,155,134
AA,371,ORD,8-Mid,Tue,May,155,7
AA,413,MIA,4-8am,Tue,May,185,91
AA,599,MIA,8-Noon,Tue,May,190,-2
AA,611,BNA,8-Noon,Tue,May,155,-9
AA,701,DFW,4-8am,Tue,May,225,-6
AA,707,DFW,4-8am,Tue,May,230,-3
AA,709,DFW,4-8am,Tue,May,235,5
AA,713,DFW,8-Noon,Tue,May,240,-5
AA,721,DFW,8-Noon,Tue,May,245,-3
AA,731,DFW,8-Noon,Tue,May,240,18
AA,739,DFW,8-Noon,Tue,May,240,-1
AA,743,DFW,Noon-4pm,Tue,May,235,-6
AA,745,DFW,Noon-4pm,Tue,May,240,-4
AA,751,DFW,Noon-4pm,Tue,May,245,-5
AA,753,DFW,Noon-4pm,Tue,May,240,4
AA,759,DFW,Noon-4pm,Tue,May,245,11
AA,763,DFW,4-8pm,Tue,May,250,-1
AA,785,DFW,4-8pm,Tue,May,240,-2
AA,787,DFW,4-8pm,Tue,May,240,-10
AA,791,DFW,8-Mid,Tue,May,235,-5
AA,1423,MIA,Noon-4pm,Tue,May,190,21
AA,1551,BNA,4-8pm,Tue,May,150,-6
AA,1559,MIA,4-8pm,Tue,May,195,44
AA,1685,MIA,4-8am,Tue,May,175,-6
AA,1709,MIA,8-Mid,Tue,May,185,13
AA,1741,BNA,Noon-4pm,Tue,May,150,6
AA,1757,STL,8-Noon,Tue,May,170,-5
AA,1855,STL,8-Noon,Tue,May,165,3
AA,2011,MIA,4-8pm,Tue,May,185,48
AA,2015,MIA,8-Noon,Tue,May,190,-5
AA,2019,STL,8-Mid,Tue,May,160,38
AA,2093,MIA,Noon-4pm,Tue,May,190,0
AA,2223,STL,4-8pm,Tue,May,175,-10
AA,2255,MIA,4-8am,Tue,May,175,2
AA,301,ORD,4-8am,Wed,May,140,-4
AA,303,ORD,4-8am,Wed,May,145,-6
AA,305,ORD,4-8am,Wed,May,145,-6
AA,309,ORD,8-Noon,Wed,May,145,-6
AA,313,ORD,8-Noon,Wed,May,155,-6
AA,319,ORD,8-Noon,Wed,May,150,-6
AA,321,ORD,8-Noon,Wed,May,155,-5
AA,327,ORD,Noon-4pm,Wed,May,155,47
AA,329,ORD,Noon-4pm,Wed,May,150,99
AA,333,ORD,Noon-4pm,Wed,May,155,-3
AA,335,ORD,Noon-4pm,Wed,May,160,7
AA,337,ORD,Noon-4pm,Wed,May,160,-3
AA,341,ORD,4-8pm,Wed,May,160,29
AA,345,ORD,4-8pm,Wed,May,160,40
AA,347,ORD,4-8pm,Wed,May,155,-3
AA,363,ORD,4-8pm,Wed,May,155,40
AA,371,ORD,8-Mid,Wed,May,155,0
AA,413,MIA,4-8am,Wed,May,185,-2
AA,599,MIA,8-Noon,Wed,May,190,-10
AA,611,BNA,8-Noon,Wed,May,155,-6
AA,701,DFW,4-8am,Wed,May,225,-6
AA,707,DFW,4-8am,Wed,May,230,-6
AA,709,DFW,4-8am,Wed,May,235,-1
AA,713,DFW,8-Noon,Wed,May,240,-5
AA,721,DFW,8-Noon,Wed,May,245,-3
AA,731,DFW,8-Noon,Wed,May,240,6
AA,739,DFW,8-Noon,Wed,May,240,-4
AA,743,DFW,Noon-4pm,Wed,May,235,-2
AA,745,DFW,Noon-4pm,Wed,May,240,-2
AA,751,DFW,Noon-4pm,Wed,May,245,-1
AA,753,DFW,Noon-4pm,Wed,May,240,-1
AA,759,DFW,Noon-4pm,Wed,May,245,9
AA,763,DFW,4-8pm,Wed,May,250,30
AA,785,DFW,4-8pm,Wed,May,240,0
AA,787,DFW,4-8pm,Wed,May,240,77
AA,791,DFW,8-Mid,Wed,May,235,-4
AA,1423,MIA,Noon-4pm,Wed,May,190,31
AA,1551,BNA,4-8pm,Wed,May,150,41
AA,1559,MIA,4-8pm,Wed,May,195,15
AA,1685,MIA,4-8am,Wed,May,175,4
AA,1709,MIA,8-Mid,Wed,May,185,17
AA,1741,BNA,Noon-4pm,Wed,May,150,28
AA,1757,STL,8-Noon,Wed,May,170,13
AA,1855,STL,8-Noon,Wed,May,165,-5
AA,2011,MIA,4-8pm,Wed,May,185,-2
AA,2015,MIA,8-Noon,Wed,May,190,-5
AA,2019,STL,8-Mid,Wed,May,160,1
AA,2093,MIA,Noon-4pm,Wed,May,190,1
AA,2223,STL,4-8pm,Wed,May,175,-3
AA,2255,MIA,4-8am,Wed,May,175,-5
AA,301,ORD,4-8am,Thu,May,140,-6
AA,303,ORD,4-8am,Thu,May,145,-5
AA,305,ORD,4-8am,Thu,May,145,-7
AA,309,ORD,8-Noon,Thu,May,145,-8
AA,313,ORD,8-Noon,Thu,May,155,-3
AA,319,ORD,8-Noon,Thu,May,150,5
AA,321,ORD,8-Noon,Thu,May,155,30
AA,327,ORD,Noon-4pm,Thu,May,155,0
AA,329,ORD,Noon-4pm,Thu,May,150,-4
AA,333,ORD,Noon-4pm,Thu,May,155,0
AA,335,ORD,Noon-4pm,Thu,May,160,-3
AA,337,ORD,Noon-4pm,Thu,May,160,-5
AA,341,ORD,4-8pm,Thu,May,160,-5
AA,345,ORD,4-8pm,Thu,May,160,-5
AA,347,ORD,4-8pm,Thu,May,155,40
AA,363,ORD,4-8pm,Thu,May,155,38
AA,371,ORD,8-Mid,Thu,May,155,31
AA,413,MIA,4-8am,Thu,May,185,-9
AA,599,MIA,8-Noon,Thu,May,190,0
AA,611,BNA,8-Noon,Thu,May,155,-9
AA,701,DFW,4-8am,Thu,May,225,-7
AA,707,DFW,4-8am,Thu,May,230,-6
AA,709,DFW,4-8am,Thu,May,235,-3
AA,713,DFW,8-Noon,Thu,May,240,-3
AA,721,DFW,8-Noon,Thu,May,245,-3
AA,731,DFW,8-Noon,Thu,May,240,0
AA,739,DFW,8-Noon,Thu,May,240,50
AA,743,DFW,Noon-4pm,Thu,May,235,-4
AA,745,DFW,Noon-4pm,Thu,May,240,-5
AA,751,DFW,Noon-4pm,Thu,May,245,25
AA,753,DFW,Noon-4pm,Thu,May,240,-1
AA,759,DFW,Noon-4pm,Thu,May,245,-11
AA,763,DFW,4-8pm,Thu,May,250,-1
AA,785,DFW,4-8pm,Thu,May,240,0
AA,787,DFW,4-8pm,Thu,May,240,35
AA,791,DFW,8-Mid,Thu,May,235,119
AA,1423,MIA,Noon-4pm,Thu,May,190,75
AA,1551,BNA,4-8pm,Thu,May,150,-7
AA,1559,MIA,4-8pm,Thu,May,195,105
AA,1685,MIA,4-8am,Thu,May,175,-4
AA,1709,MIA,8-Mid,Thu,May,185,29
AA,1741,BNA,Noon-4pm,Thu,May,150,-7
AA,1757,STL,8-Noon,Thu,May,170,60
AA,1855,STL,8-Noon,Thu,May,165,11
AA,2011,MIA,4-8pm,Thu,May,185,0
AA,2015,MIA,8-Noon,Thu,May,190,-2
AA,2019,STL,8-Mid,Thu,May,160,63
AA,2093,MIA,Noon-4pm,Thu,May,190,0
AA,2223,STL,4-8pm,Thu,May,175,13
AA,2255,MIA,4-8am,Thu,May,175,-6
AA,301,ORD,4-8am,Fri,May,140,-3
AA,303,ORD,4-8am,Fri,May,145,0
AA,305,ORD,4-8am,Fri,May,145,-3
AA,309,ORD,8-Noon,Fri,May,145,-2
AA,313,ORD,8-Noon,Fri,May,155,-9
AA,319,ORD,8-Noon,Fri,May,150,0
AA,321,ORD,8-Noon,Fri,May,155,5
AA,327,ORD,Noon-4pm,Fri,May,155,11
AA,329,ORD,Noon-4pm,Fri,May,150,50
AA,333,ORD,Noon-4pm,Fri,May,155,0
AA,335,ORD,Noon-4pm,Fri,May,160,55
AA,337,ORD,Noon-4pm,Fri,May,160,-4
AA,341,ORD,4-8pm,Fri,May,160,2
AA,345,ORD,4-8pm,Fri,May,160,-9
AA,347,ORD,4-8pm,Fri,May,155,-5
AA,363,ORD,4-8pm,Fri,May,155,32
AA,371,ORD,8-Mid,Fri,May,155,101
AA,413,MIA,4-8am,Fri,May,185,-1
AA,599,MIA,8-Noon,Fri,May,190,-4
AA,611,BNA,8-Noon,Fri,May,155,-3
AA,701,DFW,4-8am,Fri,May,225,-5
AA,707,DFW,4-8am,Fri,May,230,0
AA,709,DFW,4-8am,Fri,May,235,-2
AA,713,DFW,8-Noon,Fri,May,240,-4
AA,721,DFW,8-Noon,Fri,May,245,-2
AA,731,DFW,8-Noon,Fri,May,240,9
AA,739,DFW,8-Noon,Fri,May,240,-3
AA,743,DFW,Noon-4pm,Fri,May,235,0
AA,745,DFW,Noon-4pm,Fri,May,240,0
AA,751,DFW,Noon-4pm,Fri,May,245,6
AA,753,DFW,Noon-4pm,Fri,May,240,0
AA,759,DFW,Noon-4pm,Fri,May,245,31
AA,763,DFW,4-8pm,Fri,May,250,14
AA,785,DFW,4-8pm,Fri,May,240,-2
AA,787,DFW,4-8pm,Fri,May,240,53
AA,791,DFW,8-Mid,Fri,May,235,0
AA,1423,MIA,Noon-4pm,Fri,May,190,47
AA,1551,BNA,4-8pm,Fri,May,150,4
AA,1559,MIA,4-8pm,Fri,May,195,98
AA,1685,MIA,4-8am,Fri,May,175,-1
AA,1709,MIA,8-Mid,Fri,May,185,80
AA,1741,BNA,Noon-4pm,Fri,May,150,-3
AA,1757,STL,8-Noon,Fri,May,170,15
AA,1855,STL,8-Noon,Fri,May,165,-10
AA,2011,MIA,4-8pm,Fri,May,185,44
AA,2015,MIA,8-Noon,Fri,May,190,5
AA,2019,STL,8-Mid,Fri,May,160,25
AA,2093,MIA,Noon-4pm,Fri,May,190,5
AA,2223,STL,4-8pm,Fri,May,175,-8
AA,2255,MIA,4-8am,Fri,May,175,-6
AA,301,ORD,4-8am,Sat,May,140,-6
AA,303,ORD,4-8am,Sat,May,145,-4
AA,305,ORD,4-8am,Sat,May,145,-7
AA,309,ORD,8-Noon,Sat,May,145,-2
AA,313,ORD,8-Noon,Sat,May,155,-4
AA,319,ORD,8-Noon,Sat,May,150,58
AA,327,ORD,Noon-4pm,Sat,May,155,-7
AA,333,ORD,Noon-4pm,Sat,May,155,-6
AA,335,ORD,Noon-4pm,Sat,May,160,-9
AA,345,ORD,4-8pm,Sat,May,160,-5
AA,363,ORD,4-8pm,Sat,May,155,-10
AA,413,MIA,4-8am,Sat,May,185,0
AA,599,MIA,8-Noon,Sat,May,190,-6
AA,611,BNA,8-Noon,Sat,May,155,-10
AA,707,DFW,4-8am,Sat,May,230,-7
AA,709,DFW,4-8am,Sat,May,235,0
AA,713,DFW,8-Noon,Sat,May,240,-4
AA,721,DFW,8-Noon,Sat,May,245,-5
AA,731,DFW,8-Noon,Sat,May,240,-9
AA,743,DFW,Noon-4pm,Sat,May,235,-7
AA,745,DFW,Noon-4pm,Sat,May,240,-5
AA,751,DFW,Noon-4pm,Sat,May,245,-9
AA,759,DFW,Noon-4pm,Sat,May,245,-10
AA,763,DFW,4-8pm,Sat,May,250,-2
AA,785,DFW,4-8pm,Sat,May,240,-9
AA,787,DFW,4-8pm,Sat,May,240,-14
AA,1423,MIA,Noon-4pm,Sat,May,190,-8
AA,1559,MIA,4-8pm,Sat,May,195,-4
AA,1685,MIA,4-8am,Sat,May,175,-4
AA,1709,MIA,8-Mid,Sat,May,185,-13
AA,1741,BNA,Noon-4pm,Sat,May,150,-10
AA,1757,STL,8-Noon,Sat,May,170,-8
AA,2011,MIA,4-8pm,Sat,May,185,-10
AA,2015,MIA,8-Noon,Sat,May,190,-8
AA,2093,MIA,Noon-4pm,Sat,May,190,-3
AA,2223,STL,4-8pm,Sat,May,175,-3
AA,2255,MIA,4-8am,Sat,May,175,-7
AA,301,ORD,4-8am,Sun,May,140,19
AA,305,ORD,4-8am,Sun,May,145,-6
AA,309,ORD,8-Noon,Sun,May,145,0
AA,313,ORD,8-Noon,Sun,May,155,-7
AA,319,ORD,8-Noon,Sun,May,150,-8
AA,321,ORD,8-Noon,Sun,May,155,-6
AA,327,ORD,Noon-4pm,Sun,May,155,-12
AA,329,ORD,Noon-4pm,Sun,May,150,-7
AA,333,ORD,Noon-4pm,Sun,May,155,-2
AA,335,ORD,Noon-4pm,Sun,May,160,-9
AA,337,ORD,Noon-4pm,Sun,May,160,-1
AA,341,ORD,4-8pm,Sun,May,160,-12
AA,345,ORD,4-8pm,Sun,May,160,-5
AA,347,ORD,4-8pm,Sun,May,155,-8
AA,363,ORD,4-8pm,Sun,May,155,-11
AA,371,ORD,8-Mid,Sun,May,155,9
AA,413,MIA,4-8am,Sun,May,185,0
AA,599,MIA,8-Noon,Sun,May,190,-4
AA,611,BNA,8-Noon,Sun,May,155,-9
AA,707,DFW,4-8am,Sun,May,230,14
AA,709,DFW,4-8am,Sun,May,235,-8
AA,713,DFW,8-Noon,Sun,May,240,-7
AA,721,DFW,8-Noon,Sun,May,245,-8
AA,731,DFW,8-Noon,Sun,May,240,-3
AA,743,DFW,Noon-4pm,Sun,May,235,-9
AA,745,DFW,Noon-4pm,Sun,May,240,-7
AA,751,DFW,Noon-4pm,Sun,May,245,-5
AA,753,DFW,Noon-4pm,Sun,May,240,-5
AA,759,DFW,Noon-4pm,Sun,May,245,30
AA,763,DFW,4-8pm,Sun,May,250,-7
AA,785,DFW,4-8pm,Sun,May,240,0
AA,787,DFW,4-8pm,Sun,May,240,-5
AA,1423,MIA,Noon-4pm,Sun,May,190,72
AA,1551,BNA,4-8pm,Sun,May,150,-6
AA,1559,MIA,4-8pm,Sun,May,195,2
AA,1685,MIA,4-8am,Sun,May,175,-8
AA,1709,MIA,8-Mid,Sun,May,185,1
AA,1741,BNA,Noon-4pm,Sun,May,150,-5
AA,1757,STL,8-Noon,Sun,May,170,-5
AA,1855,STL,8-Noon,Sun,May,165,-7
AA,2011,MIA,4-8pm,Sun,May,185,12
AA,2015,MIA,8-Noon,Sun,May,190,-3
AA,2019,STL,8-Mid,Sun,May,160,-12
AA,2093,MIA,Noon-4pm,Sun,May,190,-6
AA,2223,STL,4-8pm,Sun,May,175,-12
AA,2255,MIA,4-8am,Sun,May,175,-9
UA,403,DEN,4-8am,Mon,June,281,-1
UA,405,DEN,8-Noon,Mon,June,277,-8
UA,409,DEN,4-8pm,Mon,June,279,0
UA,511,ORD,8-Noon,Mon,June,158,-8
UA,667,ORD,4-8am,Mon,June,143,-5
UA,669,ORD,4-8am,Mon,June,150,-2
UA,673,ORD,8-Noon,Mon,June,158,0
UA,677,ORD,8-Noon,Mon,June,160,-8
UA,679,ORD,Noon-4pm,Mon,June,160,-10
UA,681,ORD,Noon-4pm,Mon,June,160,-8
UA,683,ORD,Noon-4pm,Mon,June,163,-6
UA,685,ORD,Noon-4pm,Mon,June,160,50
UA,687,ORD,4-8pm,Mon,June,160,-10
UA,689,ORD,4-8pm,Mon,June,160,-1
UA,693,ORD,4-8pm,Mon,June,160,-6
UA,695,ORD,8-Mid,Mon,June,160,30
UA,745,DEN,Noon-4pm,Mon,June,277,-3
UA,835,ORD,8-Noon,Mon,June,160,-6
UA,847,IAD,4-8pm,Mon,June,92,56
UA,403,DEN,4-8am,Tue,June,281,-3
UA,405,DEN,8-Noon,Tue,June,277,-3
UA,409,DEN,4-8pm,Tue,June,279,1
UA,511,ORD,8-Noon,Tue,June,158,-4
UA,667,ORD,4-8am,Tue,June,143,-5
UA,669,ORD,4-8am,Tue,June,150,0
UA,673,ORD,8-Noon,Tue,June,158,-5
UA,679,ORD,Noon-4pm,Tue,June,160,-7
UA,681,ORD,Noon-4pm,Tue,June,160,-4
UA,683,ORD,Noon-4pm,Tue,June,163,-7
UA,685,ORD,Noon-4pm,Tue,June,160,1
UA,689,ORD,4-8pm,Tue,June,160,-4
UA,691,ORD,4-8pm,Tue,June,160,94
UA,693,ORD,4-8pm,Tue,June,160,0
UA,695,ORD,8-Mid,Tue,June,160,-5
UA,745,DEN,Noon-4pm,Tue,June,277,-4
UA,835,ORD,8-Noon,Tue,June,160,-6
UA,847,IAD,4-8pm,Tue,June,92,-1
UA,403,DEN,4-8am,Wed,June,281,-5
UA,405,DEN,8-Noon,Wed,June,277,-2
UA,409,DEN,4-8pm,Wed,June,279,32
UA,511,ORD,8-Noon,Wed,June,158,-1
UA,667,ORD,4-8am,Wed,June,143,-3
UA,669,ORD,4-8am,Wed,June,150,-8
UA,673,ORD,8-Noon,Wed,June,158,-10
UA,677,ORD,8-Noon,Wed,June,160,-13
UA,679,ORD,Noon-4pm,Wed,June,160,-4
UA,681,ORD,Noon-4pm,Wed,June,160,-7
UA,683,ORD,Noon-4pm,Wed,June,163,-2
UA,685,ORD,Noon-4pm,Wed,June,160,32
UA,687,ORD,4-8pm,Wed,June,160,24
UA,689,ORD,4-8pm,Wed,June,160,62
UA,691,ORD,4-8pm,Wed,June,160,41
UA,693,ORD,4-8pm,Wed,June,160,40
UA,695,ORD,8-Mid,Wed,June,160,0
UA,745,DEN,Noon-4pm,Wed,June,277,-5
UA,835,ORD,8-Noon,Wed,June,160,-8
UA,847,IAD,4-8pm,Wed,June,92,71
UA,361,DEN,4-8am,Thu,June,258,0
UA,405,DEN,8-Noon,Thu,June,266,4
UA,409,DEN,4-8pm,Thu,June,295,26
UA,661,ORD,8-Noon,Thu,June,151,-9
UA,667,ORD,4-8am,Thu,June,140,311
UA,669,ORD,4-8am,Thu,June,151,0
UA,673,ORD,8-Noon,Thu,June,153,-7
UA,677,ORD,8-Noon,Thu,June,155,-2
UA,679,ORD,Noon-4pm,Thu,June,153,-3
UA,681,ORD,Noon-4pm,Thu,June,148,26
UA,683,ORD,Noon-4pm,Thu,June,169,57
UA,685,ORD,Noon-4pm,Thu,June,161,53
UA,687,ORD,4-8pm,Thu,June,161,53
UA,689,ORD,4-8pm,Thu,June,161,1
UA,691,ORD,4-8pm,Thu,June,161,-3
UA,693,ORD,4-8pm,Thu,June,161,89
UA,695,ORD,8-Mid,Thu,June,162,13
UA,745,DEN,Noon-4pm,Thu,June,266,63
UA,835,ORD,8-Noon,Thu,June,155,-8
UA,847,IAD,4-8pm,Thu,June,96,51
UA,71,DEN,8-Noon,Fri,June,268,-5
UA,361,DEN,4-8am,Fri,June,258,-5
UA,405,DEN,8-Noon,Fri,June,266,6
UA,409,DEN,4-8pm,Fri,June,295,15
UA,661,ORD,8-Noon,Fri,June,151,7
UA,667,ORD,4-8am,Fri,June,140,-7
UA,669,ORD,4-8am,Fri,June,151,-1
UA,673,ORD,8-Noon,Fri,June,153,-9
UA,677,ORD,8-Noon,Fri,June,155,20
UA,679,ORD,Noon-4pm,Fri,June,153,0
UA,681,ORD,Noon-4pm,Fri,June,148,24
UA,683,ORD,Noon-4pm,Fri,June,169,12
UA,685,ORD,Noon-4pm,Fri,June,161,83
UA,687,ORD,4-8pm,Fri,June,161,39
UA,689,ORD,4-8pm,Fri,June,161,80
UA,691,ORD,4-8pm,Fri,June,161,47
UA,693,ORD,4-8pm,Fri,June,161,122
UA,695,ORD,8-Mid,Fri,June,162,72
UA,745,DEN,Noon-4pm,Fri,June,266,75
UA,835,ORD,8-Noon,Fri,June,153,0
UA,847,IAD,4-8pm,Fri,June,96,16
UA,361,DEN,4-8am,Sat,June,258,-8
UA,405,DEN,8-Noon,Sat,June,266,-7
UA,409,DEN,4-8pm,Sat,June,295,-8
UA,661,ORD,8-Noon,Sat,June,151,-5
UA,667,ORD,4-8am,Sat,June,138,0
UA,669,ORD,4-8am,Sat,June,153,-4
UA,677,ORD,8-Noon,Sat,June,155,-10
UA,681,ORD,Noon-4pm,Sat,June,148,-6
UA,685,ORD,Noon-4pm,Sat,June,161,0
UA,689,ORD,4-8pm,Sat,June,161,-10
UA,691,ORD,4-8pm,Sat,June,161,-6
UA,745,DEN,Noon-4pm,Sat,June,266,34
UA,746,DEN,4-8am,Sat,June,254,-2
UA,835,ORD,8-Noon,Sat,June,153,-2
UA,71,DEN,8-Noon,Sun,June,268,0
UA,361,DEN,4-8am,Sun,June,258,3
UA,405,DEN,8-Noon,Sun,June,269,0
UA,409,DEN,4-8pm,Sun,June,295,0
UA,661,ORD,8-Noon,Sun,June,155,0
UA,667,ORD,4-8am,Sun,June,140,-7
UA,673,ORD,8-Noon,Sun,June,151,-1
UA,679,ORD,8-Noon,Sun,June,155,5
UA,681,ORD,Noon-4pm,Sun,June,150,-9
UA,683,ORD,Noon-4pm,Sun,June,170,-4
UA,685,ORD,Noon-4pm,Sun,June,164,28
UA,689,ORD,4-8pm,Sun,June,161,7
UA,691,ORD,4-8pm,Sun,June,161,74
UA,695,ORD,8-Mid,Sun,June,162,115
UA,745,DEN,Noon-4pm,Sun,June,266,-1
UA,835,ORD,4-8am,Sun,June,152,-6
UA,847,IAD,4-8pm,Sun,June,96,153
UA,71,DEN,8-Noon,Mon,June,268,0
UA,361,DEN,4-8am,Mon,June,258,-5
UA,405,DEN,8-Noon,Mon,June,266,3
UA,409,DEN,4-8pm,Mon,June,295,5
UA,661,ORD,8-Noon,Mon,June,151,-2
UA,667,ORD,4-8am,Mon,June,140,-4
